qid,P17
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q11
,Q11
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q10
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q11
,Q11
,Q12
,Q12
,Q12
,Q11
,Q12
,Q12
,Q12
,Q12
,Q12
,Q12
